0.761999845505
         436836 function calls (433877 primitive calls) in 1.695 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 patches.py:2427(_Base)
        1    0.000    0.000    0.000    0.000 ssl.py:100(SSLSocket)
        3    0.000    0.000    0.000    0.000 numeric.py:2818(__exit__)
        7    0.000    0.000    0.000    0.000 cmd.py:225(ensure_string_list)
        1    0.000    0.000    0.000    0.000 Symtab.py:990(ModuleScope)
        1    0.000    0.000    0.000    0.000 patches.py:3703(FancyArrowPatch)
        1    0.000    0.000    0.000    0.000 quiver.py:220(QuiverKey)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1097(PyExtensionType)
        1    0.000    0.000    0.001    0.001 __init__.py:852(rc_params)
        1    0.000    0.000    0.000    0.000 config.py:21(PyPIRCCommand)
        1    0.000    0.000    0.000    0.000 font_manager.py:591(FontProperties)
        7    0.000    0.000    0.000    0.000 fancy_getopt.py:132(set_aliases)
        1    0.000    0.000    0.000    0.000 pyplot.py:65(_backend_selection)
        1    0.000    0.000    0.000    0.000 release.py:120(get_revision)
        1    0.000    0.000    0.000    0.000 build_ext.py:27(__init__)
        1    0.000    0.000    0.000    0.000 info.py:34(<module>)
        1    0.000    0.000    0.000    0.000 transforms.py:1538(AffineBase)
        1    0.000    0.000    0.000    0.000 legend_handler.py:477(__init__)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3232(CppClassType)
        1    0.000    0.000    0.000    0.000 line.py:4(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1750(Hermite)
        1    0.000    0.000    0.000    0.000 {method 'timetuple' of 'datetime.datetime' objects}
       21    0.000    0.000    0.000    0.000 version.py:284(__str__)
        1    0.000    0.000    0.001    0.001 util.py:239(_init_regex)
        1    0.000    0.000    0.000    0.000 _differentialevolution.py:205(DifferentialEvolutionSolver)
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:1771(declaration_code)
        1    0.000    0.000    0.000    0.000 tempfile.py:368(_TemporaryFileWrapper)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1747(HermiteE)
        3    0.000    0.000    0.000    0.000 UserDict.py:4(__init__)
        1    0.000    0.000    0.000    0.000 stackplot.py:8(<module>)
        1    0.000    0.000    0.000    0.000 Transitions.py:12(TransitionMap)
       10    0.000    0.000    0.000    0.000 graphml.py:223(<genexpr>)
        1    0.000    0.000    0.000    0.000 axes.py:9206(SubplotBase)
        1    0.000    0.000    0.000    0.000 numerictypes.py:781(__getitem__)
        1    0.000    0.000    0.000    0.000 Symtab.py:1806(CClassScope)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:148(PyrexType)
        1    0.000    0.000    0.000    0.000 _ode.py:678(vode)
        1    0.000    0.000    0.000    0.000 tritools.py:9(TriAnalyzer)
        1    0.000    0.000    0.000    0.000 tempfile.py:108(_RandomNameSequence)
        1    0.000    0.000    0.000    0.000 multigraph.py:16(MultiGraph)
        1    0.000    0.000    0.000    0.000 core.py:5636(mvoid)
        1    0.000    0.000    0.000    0.000 ImageMode.py:17(<module>)
        1    0.000    0.000    0.000    0.000 figure.py:50(AxesStack)
        1    0.000    0.000    0.000    0.000 laguerre.py:1742(Laguerre)
        1    0.000    0.000    0.000    0.000 geo.py:250(AitoffTransform)
        1    0.000    0.000    0.000    0.000 Future.py:1(<module>)
        5    0.000    0.000    0.000    0.000 threading.py:58(__init__)
        1    0.000    0.000    0.000    0.000 data.py:24(_data_matrix)
        1    0.000    0.000    0.000    0.000 table.py:34(Cell)
        1    0.000    0.000    0.000    0.000 threading.py:558(__init__)
        1    0.000    0.000    0.000    0.000 quiver.py:792(Barbs)
       46    0.000    0.000    0.000    0.000 pyparsing.py:869(postParse)
        7    0.000    0.000    0.000    0.000 ccompiler.py:293(set_runtime_library_dirs)
        6    0.000    0.000    0.000    0.000 opcode.py:35(jrel_op)
        3    0.000    0.000    0.000    0.000 legend_handler.py:268(__init__)
       12    0.000    0.000    0.000    0.000 PyrexTypes.py:3181(__eq__)
       18    0.000    0.000    0.000    0.000 TypeSlots.py:74(<genexpr>)
        2    0.000    0.000    0.000    0.000 Regexps.py:244(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:109(norm_gen)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2544(FigureManagerBase)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1723(CComplexType)
     11/7    0.000    0.000    0.000    0.000 {hash}
       13    0.000    0.000    0.000    0.000 pyparsing.py:1334(leaveWhitespace)
       25    0.000    0.000    0.000    0.000 {method '__subclasshook__' of 'object' objects}
        1    0.000    0.000    0.000    0.000 kde.py:41(gaussian_kde)
        1    0.000    0.000    0.000    0.000 Regexps.py:93(CodeRange)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2616(__init__)
        1    0.000    0.000    0.000    0.000 dia.py:17(dia_matrix)
        1    0.000    0.000    0.000    0.000 backend_qt4.py:385(FigureManagerQT)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1636(gamma_gen)
        3    0.000    0.000    0.000    0.000 tempfile.py:376(__init__)
        2    0.000    0.000    0.000    0.000 {method 'Close' of 'PyHKEY' objects}
        1    0.000    0.000    0.000    0.000 transforms.py:1597(Affine2DBase)
        1    0.000    0.000    0.000    0.000 blocking_input.py:120(BlockingMouseInput)
        1    0.000    0.000    0.000    0.000 axes.py:141(_process_plot_var_args)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2058(__init__)
        7    0.000    0.000    0.000    0.000 rrule.py:53(__init__)
        1    0.000    0.000    0.000    0.000 numerictypes.py:964(_register_types)
        1    0.000    0.000    0.000    0.000 image.py:930(FigureImage)
       32    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       39    0.000    0.000    0.000    0.000 decorator.py:105(<lambda>)
        1    0.000    0.000    0.000    0.000 Regexps.py:305(__init__)
        6    0.000    0.000    0.000    0.000 pyparsing.py:3195(<genexpr>)
        1    0.000    0.000    0.000    0.000 mathtext.py:2355(State)
        1    0.000    0.000    0.000    0.000 StringIO.py:42(StringIO)
        1    0.000    0.000    0.000    0.000 offsetbox.py:139(OffsetBox)
        1    0.000    0.000    0.000    0.000 parser.py:39(_timelex)
        7    0.000    0.000    0.000    0.000 ccompiler.py:263(set_libraries)
        6    0.000    0.000    0.001    0.000 <string>:1(non_reentrant)
        1    0.000    0.000    0.000    0.000 subprocess.py:649(Popen)
        6    0.000    0.000    0.000    0.000 {method 'acquire' of 'thread.lock' objects}
        3    0.000    0.000    0.000    0.000 PyrexTypes.py:1711(__init__)
        1    0.000    0.000    0.000    0.000 fontconfig_pattern.py:35(FontconfigPatternParser)
        4    0.000    0.000    0.000    0.000 {math.log}
        6    0.000    0.000    0.000    0.000 _version.py:78(_compare_version)
        1    0.000    0.000    0.000    0.000 bezier.py:149(BezierSegment)
        2    0.000    0.000    0.001    0.001 random.py:91(__init__)
        1    0.000    0.000    0.000    0.000 csv.py:73(DictReader)
        2    0.000    0.000    0.000    0.000 {numpy.core.multiarray.set_string_function}
        1    0.000    0.000    0.000    0.000 transforms.py:1686(Affine2D)
        1    0.000    0.000    0.000    0.000 threading.py:113(RLock)
        1    0.000    0.000    0.000    0.000 _ode.py:1086(lsoda)
        1    0.000    0.000    0.000    0.000 _distn_infrastructure.py:426(rv_frozen)
      9/7    0.000    0.000    0.000    0.000 PyrexTypes.py:2348(__hash__)
        3    0.000    0.000    0.000    0.000 pyparsing.py:2953(__init__)
        1    0.000    0.000    0.000    0.000 widgets.py:1013(SpanSelector)
        1    0.000    0.000    0.000    0.000 csc.py:21(csc_matrix)
        1    0.000    0.000    0.000    0.000 offsetbox.py:605(TextArea)
        1    0.000    0.000    0.000    0.000 urlparse.py:73(ResultMixin)
        1    0.000    0.000    0.000    0.000 ticker.py:773(EngFormatter)
        8    0.000    0.000    0.000    0.000 mathtext.py:1711(__init__)
        1    0.000    0.000    0.000    0.000 mathtext.py:2942(MathTextParser)
        1    0.000    0.000    0.000    0.000 mathtext.py:547(TruetypeFonts)
        4    0.000    0.000    0.000    0.000 getlimits.py:147(<lambda>)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:112(Error)
        1    0.000    0.000    0.000    0.000 parser.py:165(parserinfo)
        1    0.000    0.000    0.000    0.000 StringEncoding.py:115(EncodedString)
        1    0.000    0.000    0.000    0.000 text.py:1689(Annotation)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3089(CStructOrUnionType)
       13    0.000    0.000    0.000    0.000 gexf.py:212(<genexpr>)
        1    0.000    0.000    0.000    0.000 cbook.py:1258(Stack)
        1    0.000    0.000    0.000    0.000 patches.py:782(Polygon)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:292(CubicTriInterpolator)
        1    0.000    0.000    0.000    0.000 threading.py:573(set)
        1    0.000    0.000    0.000    0.000 getlimits.py:194(iinfo)
        1    0.000    0.000    0.000    0.000 gridspec.py:27(GridSpecBase)
        1    0.000    0.000    0.000    0.000 Regexps.py:82(CodeRanges)
        1    0.000    0.000    0.000    0.000 arrayterator.py:20(Arrayterator)
        2    0.000    0.000    0.000    0.000 {binascii.hexlify}
        1    0.000    0.000    0.000    0.000 multidigraph.py:18(MultiDiGraph)
        7    0.000    0.000    0.000    0.000 ccompiler.py:280(set_library_dirs)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:975(BuiltinObjectType)
        1    0.000    0.000    0.000    0.000 axis.py:1581(XAxis)
        1    0.000    0.000    0.000    0.000 csr.py:20(csr_matrix)
        4    0.000    0.000    0.000    0.000 docstring.py:34(__init__)
        1    0.000    0.000    0.000    0.000 {method 'encode' of 'unicode' objects}
        1    0.000    0.000    0.000    0.000 offsetbox.py:1118(OffsetImage)
        1    0.000    0.000    0.000    0.000 pyplot.py:1820(colormaps)
        2    0.000    0.000    0.000    0.000 atexit.py:37(register)
        1    0.000    0.000    0.001    0.001 __init__.py:577(_get_configdir)
        1    0.000    0.000    0.000    0.000 units.py:117(__init__)
       16    0.000    0.000    0.000    0.000 pyparsing.py:259(__getitem__)
        1    0.000    0.000    0.000    0.000 colors.py:1026(SymLogNorm)
        1    0.000    0.000    0.000    0.000 polar.py:22(PolarTransform)
        1    0.000    0.000    0.000    0.000 patches.py:454(Shadow)
        1    0.000    0.000    0.000    0.000 core.py:5832(MaskedConstant)
        1    0.000    0.000    0.000    0.000 {time.localtime}
        1    0.000    0.000    0.000    0.000 pyparsing.py:2038(__init__)
        5    0.000    0.000    0.000    0.000 __init__.py:359(_FuncPtr)
        1    0.000    0.000    0.000    0.000 {_elementtree.Element}
        8    0.000    0.000    0.000    0.000 sysconfig.py:58(get_python_version)
        1    0.000    0.000    0.000    0.000 patches.py:4035(ConnectionPatch)
       16    0.000    0.000    0.000    0.000 {method 'rstrip' of 'str' objects}
        1    0.000    0.000    0.000    0.000 collections.py:1587(QuadMesh)
        1    0.000    0.000    0.000    0.000 cbook.py:427(CallbackRegistry)
        7    0.000    0.000    0.000    0.000 _abcoll.py:98(__subclasshook__)
        2    0.000    0.000    0.000    0.000 sysconfig.py:104(get_python_lib)
       51    0.000    0.000    0.000    0.000 PyrexTypes.py:239(resolve)
        1    0.000    0.000    0.000    0.000 degree_seq.py:683(DegreeSequenceRandomGraph)
        3    0.000    0.000    0.000    0.000 legend_handler.py:167(__init__)
        2    0.000    0.000    0.000    0.000 threading.py:241(Condition)
        1    0.000    0.000    0.000    0.000 rrule.py:824(rruleset)
        1    0.000    0.000    0.000    0.000 main.py:63(TestProgram)
        1    0.000    0.000    0.000    0.000 docstring.py:6(Substitution)
       18    0.000    0.000    0.000    0.000 {method 'random' of '_random.Random' objects}
        1    0.000    0.000    0.000    0.000 mathtext.py:894(StixFonts)
        1    0.000    0.000    0.000    0.000 _decorator2.py:71(FunctionMaker)
        1    0.000    0.000    0.000    0.000 threading.py:372(notify)
        1    0.000    0.000    0.000    0.000 parser.py:292(__init__)
        1    0.000    0.000    0.000    0.000 _ode.py:459(complex_ode)
        1    0.000    0.000    0.000    0.000 patches.py:1266(Circle)
        1    0.000    0.000    0.000    0.000 fancy_getopt.py:33(FancyGetopt)
        1    0.000    0.000    0.000    0.000 nosetester.py:129(NoseTester)
        1    0.000    0.000    0.000    0.000 blocking_input.py:31(BlockingInput)
        1    0.000    0.000    0.000    0.000 __init__.py:26(<module>)
        1    0.000    0.000    0.000    0.000 contour.py:1385(QuadContourSet)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1718(Regex)
        1    0.000    0.000    0.000    0.000 widgets.py:1210(RectangleSelector)
        1    0.000    0.000    0.000    0.000 __init__.py:528(_get_xdg_config_dir)
        1    0.000    0.000    0.000    0.000 container.py:4(Container)
        9    0.000    0.000    0.000    0.000 rcsetup.py:448(__init__)
        1    0.000    0.000    0.000    0.000 _ode.py:950(dopri5)
        1    0.000    0.000    0.000    0.000 __init__.py:13(register)
        1    0.000    0.000    0.000    0.000 version.py:63(StrictVersion)
        1    0.000    0.000    0.000    0.000 npyio.py:133(NpzFile)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1023(_DOF_estimator)
        6    0.000    0.000    0.000    0.000 pyparsing.py:367(keys)
        1    0.000    0.000    0.000    0.000 patches.py:1305(Arc)
        1    0.000    0.000    0.000    0.000 ticker.py:251(FixedFormatter)
        1    0.000    0.000    0.000    0.000 formlayout.py:439(FormDialog)
        1    0.000    0.000    0.000    0.000 msvc9compiler.py:64(Reg)
        2    0.000    0.000    0.000    0.000 {time.time}
        1    0.000    0.000    0.000    0.000 triinterpolate.py:236(LinearTriInterpolator)
        2    0.000    0.000    0.000    0.000 _version.py:151(__ge__)
        1    0.000    0.000    0.000    0.000 dates.py:544(DateLocator)
        1    0.000    0.000    0.000    0.000 patches.py:846(Wedge)
        1    0.000    0.000    0.000    0.000 font_manager.py:951(FontManager)
        1    0.000    0.000    0.000    0.000 Machines.py:127(FastMachine)
        5    0.000    0.000    0.000    0.000 iterative.py:70(set_docstring)
        1    0.000    0.000    0.000    0.000 _multivariate.py:343(__init__)
        6    0.000    0.000    0.000    0.000 opcode.py:39(jabs_op)
        1    0.000    0.000    0.000    0.000 collections.py:721(PolyCollection)
        2    0.000    0.000    0.000    0.000 pyparsing.py:404(__getattr__)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3163(<lambda>)
        2    0.000    0.000    0.000    0.000 cbook.py:1617(__init__)
        1    0.000    0.000    0.000    0.000 _cm.py:57(cubehelix)
        2    0.000    0.000    0.000    0.000 __init__.py:653(_get_data_path_cached)
        1    0.000    0.000    0.000    0.000 colorbar.py:837(Colorbar)
       14    0.000    0.000    0.000    0.000 {numpy.core.umath.geterrobj}
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:341(beta_gen)
        1    0.000    0.000    0.000    0.000 triangulate.py:24(Triangulation)
        1    0.000    0.000    0.000    0.000 graphml.py:229(GraphMLWriter)
        1    0.000    0.000    0.000    0.000 offsetbox.py:509(DrawingArea)
        1    0.000    0.000    0.000    0.000 copy_reg.py:14(pickle)
        1    0.000    0.000    0.000    0.000 collections.py:1517(TriMesh)
        1    0.000    0.000    0.000    0.000 Main.py:468(CompilationOptions)
        1    0.000    0.000    0.000    0.000 matfuncs.py:183(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:3594(CTupleType)
        1    0.000    0.000    0.000    0.000 backend_qt4.py:96(TimerQT)
       10    0.000    0.000    0.000    0.000 pyparsing.py:3162(<lambda>)
        1    0.000    0.000    0.000    0.000 image.py:803(PcolorImage)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1395(MouseEvent)
        1    0.000    0.000    0.000    0.000 runner.py:28(TextTestResult)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2421(__str__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3012(t_gen)
        1    0.000    0.000    0.000    0.000 difflib.py:1672(HtmlDiff)
        1    0.000    0.000    0.000    0.000 nonlin.py:1269(ExcitingMixing)
        1    0.000    0.000    0.000    0.000 nonlin.py:909(BroydenFirst)
        1    0.000    0.000    0.000    0.000 version.py:228(LooseVersion)
        8    0.000    0.000    0.000    0.000 PyrexTypes.py:2362(same_as_resolved_type)
        1    0.000    0.000    0.000    0.000 collections.py:1338(CircleCollection)
        1    0.000    0.000    0.000    0.000 core.py:894(_MaskedBinaryOperation)
        1    0.000    0.000    0.000    0.000 backend_qt4agg.py:58(FigureCanvasQTAgg)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1399(genpareto_gen)
        7    0.000    0.000    0.000    0.000 fancy_getopt.py:298(get_option_order)
        1    0.000    0.000    0.000    0.000 collections.py:1370(EllipseCollection)
        2    0.000    0.000    0.000    0.000 os.py:440(has_key)
        1    0.000    0.000    0.000    0.000 dates.py:1253(DateConverter)
        1    0.000    0.000    0.000    0.000 Regexps.py:110(RE)
        2    0.000    0.000    0.000    0.000 version.py:3(<module>)
        1    0.000    0.000    0.000    0.000 _expm_multiply.py:241(MatrixPowerOperator)
        1    0.000    0.000    0.000    0.000 axis.py:456(YTick)
        1    0.000    0.000    0.000    0.000 cbook.py:922(Null)
        1    0.000    0.000    0.000    0.000 widgets.py:21(LockDraw)
        1    0.000    0.000    0.000    0.000 warnings.py:318(__init__)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:425(SuiteSlot)
        1    0.000    0.000    0.000    0.000 formlayout.py:159(ColorLayout)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:906(PyObjectType)
        2    0.000    0.000    0.000    0.000 pyparsing.py:1313(__invert__)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2144(ParseExpression)
        1    0.000    0.000    0.000    0.000 widgets.py:108(Button)
        1    0.000    0.000    0.000    0.000 numbers.py:270(Rational)
        1    0.000    0.000    0.000    0.000 platform.py:365(_popen)
        1    0.000    0.000    0.000    0.000 patches.py:1199(Ellipse)
        1    0.000    0.000    0.000    0.000 extras.py:1476(__init__)
        1    0.000    0.000    0.000    0.000 cbook.py:999(RingBuffer)
        1    0.000    0.000    0.000    0.000 scale.py:182(InvertedNaturalLogTransform)
        1    0.000    0.000    0.000    0.000 data.py:100(_minmax_mixin)
        1    0.000    0.000    0.000    0.000 Machines.py:63(Node)
        7    0.000    0.000    0.000    0.000 __future__.py:75(__init__)
        1    0.000    0.000    0.000    0.000 ticker.py:135(_DummyAxis)
        1    0.000    0.000    0.000    0.000 triinterpolate.py:1242(_Sparse_Matrix_coo)
        1    0.000    0.000    0.000    0.000 {time.asctime}
        1    0.000    0.000    0.000    0.000 loader.py:38(TestLoader)
        1    0.000    0.000    0.000    0.000 threading.py:549(_Event)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3744(truncexpon_gen)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1462(__init__)
        1    0.000    0.000    0.000    0.000 patches.py:1067(YAArrow)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2837(__ilshift__)
        1    0.000    0.000    0.000    0.000 collections.py:381(Counter)
        1    0.000    0.000    0.000    0.000 streamplot.py:250(Grid)
        1    0.000    0.000    0.000    0.000 backend_bases.py:2621(Cursors)
        1    0.000    0.000    0.000    0.000 mathtext.py:784(UnicodeFonts)
        1    0.000    0.000    0.000    0.000 mathtext.py:363(MathtextBackendCairo)
        1    0.000    0.000    0.000    0.000 nonlin.py:1327(KrylovJacobian)
        1    0.000    0.000    0.000    0.000 matfuncs.py:216(ProductOperator)
        7    0.000    0.000    0.000    0.000 relativedelta.py:18(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2806(maxwell_gen)
        1    0.000    0.000    0.000    0.000 transforms.py:2250(CompositeAffine2D)
        1    0.000    0.000    0.000    0.000 nonlin.py:1182(DiagBroyden)
        1    0.000    0.000    0.000    0.000 widgets.py:229(Slider)
        1    0.000    0.000    0.000    0.000 nonlin.py:1229(LinearMixing)
        1    0.000    0.000    0.000    0.000 colors.py:838(Normalize)
        1    0.000    0.000    0.000    0.000 ConfigParser.py:588(ConfigParser)
        1    0.000    0.000    0.000    0.000 rrule.py:629(_iterinfo)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2223(invgamma_gen)
        1    0.000    0.000    0.000    0.000 patches.py:1643(_Style)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2316(invweibull_gen)
        1    0.000    0.000    0.000    0.000 trirefine.py:46(UniformTriRefiner)
        1    0.000    0.000    0.000    0.000 pyparsing.py:2377(MatchFirst)
        1    0.000    0.000    0.000    0.000 interface.py:363(IdentityOperator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1828(gengamma_gen)
        7    0.000    0.000    0.000    0.000 fancy_getopt.py:480(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2430(laplace_gen)
        1    0.000    0.000    0.000    0.000 _version.py:17(NumpyVersion)
        1    0.000    0.000    0.000    0.000 urllib.py:851(ftpwrapper)
        1    0.000    0.000    0.000    0.000 colors.py:479(Colormap)
        1    0.000    0.000    0.000    0.000 mathtext.py:1452(Hlist)
        1    0.000    0.000    0.000    0.000 gridspec.py:183(GridSpec)
        1    0.000    0.000    0.000    0.000 utils.py:998(SafeEval)
        1    0.000    0.000    0.000    0.000 _iotools.py:152(LineSplitter)
        1    0.000    0.000    0.000    0.000 streamplot.py:190(DomainMap)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3251(pearson3_gen)
        1    0.000    0.000    0.000    0.000 relativedelta.py:45(relativedelta)
        1    0.000    0.000    0.000    0.000 mlab.py:2182(FormatObj)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2747(__str__)
        1    0.000    0.000    0.000    0.000 legend_handler.py:365(__init__)
        7    0.000    0.000    0.000    0.000 case.py:609(_deprecate)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:2342(CPtrType)
        1    0.000    0.000    0.000    0.000 decorator.py:81(FunctionMaker)
        1    0.000    0.000    0.000    0.000 rrule.py:82(rrulebase)
        1    0.000    0.000    0.000    0.000 dviread.py:790(Encoding)
        1    0.000    0.000    0.000    0.000 tzwin.py:28(tzwinbase)
        2    0.000    0.000    0.000    0.000 pyparsing.py:2089(__init__)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1915(gompertz_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3378(powerlaw_gen)
        1    0.000    0.000    0.000    0.000 warnings.py:339(__enter__)
        7    0.000    0.000    0.000    0.000 dist.py:984(has_c_libraries)
        1    0.000    0.000    0.000    0.000 interface.py:10(LinearOperator)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3205(lomax_gen)
        1    0.000    0.000    0.000    0.000 difflib.py:46(SequenceMatcher)
        1    0.000    0.000    0.000    0.000 optimize.py:72(OptimizeResult)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1994(gumbel_l_gen)
        1    0.000    0.000    0.000    0.000 calendar.py:259(TextCalendar)
        1    0.000    0.000    0.000    0.000 gexf.py:236(GEXFWriter)
        1    0.000    0.000    0.000    0.000 colors.py:238(ColorConverter)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3558(reciprocal_gen)
        1    0.000    0.000    0.000    0.000 ElementTree.py:605(ElementTree)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2762(gilbrat_gen)
        2    0.000    0.000    0.000    0.000 Regexps.py:68(lowercase_range)
        1    0.000    0.000    0.000    0.000 memmap.py:23(memmap)
        1    0.000    0.000    0.000    0.000 nonlin.py:549(InverseJacobian)
        1    0.000    0.000    0.000    0.000 threading.py:399(notifyAll)
        1    0.000    0.000    0.000    0.000 backend_qt4.py:685(SubplotToolQt)
        1    0.000    0.000    0.000    0.000 backend_bases.py:1290(LocationEvent)
        1    0.000    0.000    0.000    0.000 dates.py:1091(MicrosecondLocator)
        4    0.000    0.000    0.000    0.000 {locals}
        1    0.000    0.000    0.000    0.000 _trustregion_dogleg.py:29(DoglegSubproblem)
        1    0.000    0.000    0.000    0.000 ctypeslib.py:150(_ndptr)
        1    0.000    0.000    0.000    0.000 _import_tools.py:8(PackageLoader)
        1    0.000    0.000    0.000    0.000 dates.py:593(RRuleLocator)
        1    0.000    0.000    0.000    0.000 widgets.py:669(SubplotTool)
        1    0.000    0.000    0.000    0.000 Lexicons.py:42(Lexicon)
        1    0.000    0.000    0.000    0.000 TypeSlots.py:269(MethodSlot)
        1    0.000    0.000    0.000    0.000 pyparsing.py:1511(Keyword)
        1    0.000    0.000    0.000    0.000 threading.py:254(_Condition)
        1    0.000    0.000    0.000    0.000 index_tricks.py:447(__init__)
        1    0.000    0.000    0.000    0.000 image.py:1045(BboxImage)
        2    0.000    0.000    0.000    0.000 numeric.py:1717(set_string_function)
        1    0.000    0.000    0.000    0.000 csv.py:26(Dialect)
        6    0.000    0.000    0.000    0.000 pyparsing.py:2957(postParse)
        1    0.000    0.000    0.000    0.000 isomorphvf2.py:146(GraphMatcher)
        1    0.000    0.000    0.000    0.000 cbook.py:644(__init__)
        1    0.000    0.000    0.000    0.000 blocking_input.py:293(BlockingContourLabeler)
        1    0.000    0.000    0.000    0.000 widgets.py:909(MultiCursor)
        1    0.000    0.000    0.000    0.000 PyrexTypes.py:1479(CIntType)
        1    0.000    0.000    0.000    0.000 utils.py:52(_Deprecate)
        1    0.000    0.000    0.000    0.000 backend_agg.py:422(FigureCanvasAgg)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:3794(truncnorm_gen)
        1    0.000    0.000    0.000    0.000 StringEncoding.py:23(UnicodeLiteralBuilder)
        1    0.000    0.000    0.000    0.000 backend_qt4agg.py:42(NavigationToolbar2QTAgg)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2589(logistic_gen)
        1    0.000    0.000    0.000    0.000 nonlin.py:1046(Anderson)
        1    0.000    0.000    0.000    0.000 random.py:649(WichmannHill)
        1    0.000    0.000    0.000    0.000 {math.sqrt}
        1    0.000    0.000    0.000    0.000 polar.py:81(PolarAffine)
        1    0.000    0.000    0.000    0.000 widgets.py:818(Cursor)
        1    0.000    0.000    0.000    0.000 legend_handler.py:231(HandlerLineCollection)
        1    0.000    0.000    0.000    0.000 patches.py:970(FancyArrow)
        1    0.000    0.000    0.000    0.000 records.py:285(recarray)
        4    0.000    0.000    0.000    0.000 __init__.py:104(CFunctionType)
        1    0.000    0.000    0.000    0.000 numeric.py:2824(_setdef)
        1    0.000    0.000    0.000    0.000 {_hashlib.openssl_md5}
        1    0.000    0.000    0.000    0.000 threading.py:1126(_DummyThread)
        1    0.000    0.000    0.000    0.000 _datasource.py:154(DataSource)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:1948(gumbel_r_gen)
        1    0.000    0.000    0.000    0.000 image.py:678(NonUniformImage)
        1    0.000    0.000    0.000    0.000 _multivariate.py:164(_PSD)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2073(halflogistic_gen)
        1    0.000    0.000    0.000    0.000 Symtab.py:1517(LocalScope)
        1    0.000    0.000    0.000    0.000 _multivariate.py:633(dirichlet_gen)
        1    0.000    0.000    0.000    0.000 mathtext.py:104(MathtextBackend)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2393(johnsonsu_gen)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2358(johnsonsb_gen)
        4    0.000    0.000    0.000    0.000 six.py:67(_add_doc)
        1    0.000    0.000    0.000    0.000 _continuous_distns.py:2714(lognorm_gen)
        1    0.000    0.000    0.000    0.000 ticker.py:178(Formatter)
        1    0.000    0.000    0.000    0.000 Machines.py:18(Machine)
        1    0.000    0.000    0.000    0.000 rcsetup.py:72(validate_bool)
        1    0.000    0.000    0.000    0.000 polar.py:115(InvertedPolarTransform)
        1    0.000    0.000    0.000    0.000 axis.py:314(XTick)
